,open,high,low,close,adjclose,volume,ticker,adjclose_1,true_adjclose_1,buy_profit,sell_profit
2014-01-27,38.060001373291016,38.630001068115234,37.5,37.7400016784668,35.2786979675293,234600,TCS,34.626514,34.1102180480957,0.0,0.6521835327148438
2014-01-28,38.040000915527344,38.189998626708984,36.11000061035156,36.4900016784668,34.1102180480957,489700,TCS,33.79012,33.13804626464844,0.0,0.320098876953125
2014-01-31,36.150001525878906,36.7599983215332,35.5099983215332,36.75,34.3532600402832,363200,TCS,33.818016,33.783042907714844,0.0,0.5352439880371094
2014-02-06,35.77000045776367,37.459999084472656,35.4900016784668,37.029998779296875,34.61499786376953,356700,TCS,34.062237,35.91434860229492,-0.5527610778808594,0.0
2014-02-07,37.13999938964844,38.790000915527344,37.13999938964844,38.41999816894531,35.91434860229492,605600,TCS,34.99613,35.69000244140625,0.0,0.9182167053222656
2014-02-19,36.900001525878906,37.0099983215332,35.5099983215332,35.810001373291016,33.47456741333008,327200,TCS,33.666016,33.32500076293945,0.0,-0.19144821166992188
2014-02-28,36.0099983215332,36.29999923706055,35.40999984741211,35.810001373291016,33.47456741333008,258800,TCS,33.50442,33.072608947753906,0.0,-0.02985382080078125
2014-03-03,35.400001525878906,36.25,35.040000915527344,35.380001068115234,33.072608947753906,236600,TCS,33.403122,33.88587188720703,0.33051300048828125,0.0
2014-03-04,35.7400016784668,36.5,35.290000915527344,36.25,33.88587188720703,347700,TCS,33.659687,33.69891357421875,0.0,0.22618484497070312
2014-03-10,34.65999984741211,35.099998474121094,34.08000183105469,34.7599983215332,32.4930419921875,440600,TCS,32.56007,31.876085281372074,0.0,-0.06702804565429688
2014-03-19,35.84000015258789,36.0,34.81999969482422,34.97999954223633,32.69869613647461,157400,TCS,32.94017,33.24087142944336,0.24147415161132812,0.0
2014-03-21,35.63999938964844,35.900001525878906,34.16999816894531,34.470001220703125,32.22195816040039,1063800,TCS,31.912252,31.65174102783203,0.0,0.3097057342529297
2014-03-24,34.5,34.810001373291016,33.20000076293945,33.86000061035156,31.65174102783203,458000,TCS,31.503832,30.913261413574215,0.0,0.14790916442871094
2014-04-22,31.479999542236328,31.709999084472656,31.0,31.440000534057617,29.38956642150879,395700,TCS,29.395023,29.127826690673828,0.0,-0.0054569244384765625
2014-04-23,31.25,32.04999923706055,31.059999465942383,31.15999984741211,29.127826690673828,441200,TCS,29.242718,28.669782638549805,0.0,-0.11489105224609375
2014-05-08,25.790000915527344,26.81999969482422,25.559999465942383,25.790000915527344,24.10804557800293,713300,TCS,24.522404,24.257610321044922,0.41435813903808594,0.0
2014-05-14,27.06999969482422,27.5,26.700000762939453,26.920000076293945,25.164348602294922,301700,TCS,25.720592,25.36999893188477,0.556243896484375,0.0
2014-06-02,28.75,28.989999771118164,26.8700008392334,26.950000762939453,25.192392349243164,350300,TCS,25.885683,25.771957397460938,0.6932907104492188,0.0
2014-06-06,27.139999389648438,27.8700008392334,26.899999618530273,27.510000228881836,25.715869903564453,273800,TCS,25.670923,25.70652198791504,0.0,0.04494667053222656
2014-06-09,27.5,27.850000381469727,27.350000381469727,27.5,25.70652198791504,287800,TCS,25.835325,25.58500099182129,0.0,-0.12880325317382812
2014-06-11,27.149999618530273,27.6200008392334,27.149999618530273,27.56999969482422,25.771957397460938,91600,TCS,25.956959,26.164566040039062,0.18500137329101562,0.0
2014-06-13,27.989999771118164,28.1200008392334,27.299999237060547,27.729999542236328,25.92152214050293,197800,TCS,26.061903,26.660001754760742,0.140380859375,0.0
2014-07-03,27.5,27.989999771118164,27.0,27.260000228881836,25.482173919677734,340300,TCS,25.473583,25.725217819213867,-0.0085906982421875,0.0
2014-08-04,21.0,21.59000015258789,20.670000076293945,21.530000686645508,20.125869750976562,482300,TCS,20.21094,19.789348602294922,0.0,-0.08506965637207031
2014-08-13,21.899999618530273,21.959999084472656,21.170000076293945,21.40999984741211,20.013696670532227,217600,TCS,20.457178,20.172609329223633,0.4434814453125,0.0
2014-08-15,21.790000915527344,21.790000915527344,20.690000534057617,21.0,19.630435943603516,404500,TCS,20.00959,19.658479690551758,0.3791542053222656,0.0
2014-09-09,22.049999237060547,22.360000610351562,21.170000076293945,21.329999923706055,19.938913345336914,265400,TCS,20.457096,20.21934700012207,0.5181827545166016,0.0
2014-09-17,23.110000610351562,23.170000076293945,22.100000381469727,22.450000762939453,20.985870361328125,330400,TCS,21.2728,21.359783172607422,0.2869300842285156,0.0
2014-09-22,23.75,23.8799991607666,22.790000915527344,23.31999969482422,21.799131393432617,394400,TCS,21.734644,21.574783325195312,0.0,0.06448745727539062
2014-09-29,22.969999313354492,23.489999771118164,22.209999084472656,22.56999969482422,21.09804344177246,249500,TCS,21.14809,20.350217819213867,0.0,-0.05004692077636719
2014-10-03,22.760000228881836,23.229999542236328,22.540000915527344,22.770000457763672,21.28499984741211,492300,TCS,20.939945,20.462390899658203,0.0,0.34505462646484375
2014-10-06,22.799999237060547,23.149999618530273,21.729999542236328,21.889999389648438,20.462390899658203,1542500,TCS,20.252901,15.367826461791994,0.0,0.2094898223876953
2014-10-10,16.0,16.489999771118164,15.680000305175781,16.059999465942383,15.012608528137207,496100,TCS,15.104937,14.638695716857912,0.0,-0.09232807159423828
2014-10-20,17.209999084472656,17.549999237060547,17.06999969482422,17.40999984741211,16.274564743041992,329200,TCS,16.54467,16.1904354095459,0.0,-0.27010536193847656
2014-10-21,17.579999923706055,17.600000381469727,17.18000030517578,17.31999969482422,16.1904354095459,264400,TCS,16.4518,15.881956100463867,0.0,-0.2613639831542969
2014-10-27,17.299999237060547,17.469999313354492,16.790000915527344,16.84000015258789,15.741739273071289,189600,TCS,16.093498,16.283912658691406,0.3517589569091797,0.0
2014-11-19,23.25,23.25,21.81999969482422,22.0,20.565217971801758,284500,TCS,20.790394,21.59347915649414,0.2251758575439453,0.0
2014-11-26,22.75,23.040000915527344,21.81999969482422,22.010000228881836,20.574565887451172,332400,TCS,20.857576,20.35956573486328,0.0,-0.28301048278808594
2014-12-03,19.06999969482422,19.06999969482422,18.700000762939453,18.799999237060547,17.57391357421875,474500,TCS,17.621798,16.713912963867188,0.0,-0.04788398742675781
2014-12-19,19.170000076293945,19.469999313354492,18.739999771118164,19.020000457763672,17.779565811157227,310000,TCS,17.823612,18.57413101196289,0.04404640197753906,0.0
2014-12-26,20.489999771118164,20.700000762939453,19.360000610351562,19.459999084472656,18.190868377685547,246100,TCS,18.343222,18.6676082611084,0.15235328674316406,0.0
2014-12-29,19.469999313354492,20.18000030517578,19.299999237060547,19.969999313354492,18.6676082611084,253700,TCS,18.5232,18.02260971069336,0.0,0.1444091796875
2015-01-02,19.290000915527344,19.770000457763672,18.989999771118164,19.3799991607666,18.116086959838867,280800,TCS,17.979254,17.12521743774414,0.0,0.13683319091796875
2015-01-06,18.389999389648438,18.690000534057617,17.530000686645508,18.479999542236328,17.274782180786133,457700,TCS,17.12636,19.013479232788086,-0.1484222412109375,0.0
2015-01-08,20.700000762939453,21.68000030517578,19.510000228881836,21.209999084472656,19.826738357543945,1113300,TCS,19.156593,17.00369644165039,0.0,0.6701450347900391
2015-01-23,18.790000915527344,18.940000534057617,18.270000457763672,18.829999923706055,17.601957321166992,242700,TCS,17.743488,17.845001220703125,0.14153099060058594,0.0
2015-01-28,18.90999984741211,19.030000686645508,18.110000610351562,18.690000534057617,17.471088409423828,256700,TCS,17.642347,17.85434913635254,0.17125892639160156,0.0
2015-02-05,19.190000534057617,19.75,19.1299991607666,19.270000457763672,18.013261795043945,179700,TCS,18.17667,17.994565963745117,0.0,-0.1634082794189453
2015-02-06,19.209999084472656,19.399999618530273,18.93000030517578,19.25,17.994565963745117,126700,TCS,18.143457,17.845001220703125,0.0,-0.14889144897460938
2015-02-11,19.489999771118164,20.0,19.280000686645508,19.989999771118164,18.686304092407227,258300,TCS,18.505732,18.71434783935547,-0.180572509765625,0.0
2015-02-20,19.860000610351562,19.959999084472656,19.139999389648438,19.56999969482422,18.2936954498291,200000,TCS,18.254549,17.592609405517578,0.0,0.03914642333984375
2015-03-03,18.649999618530273,19.170000076293945,18.6200008392334,19.010000228881836,17.770217895507812,205900,TCS,17.715178,17.452392578125,0.0,0.05504035949707031
2015-03-10,18.010000228881836,18.420000076293945,17.8799991607666,18.290000915527344,17.09717559814453,129000,TCS,17.14718,17.34021759033203,0.05000495910644531,0.0
2015-03-12,18.469999313354492,18.979999542236328,18.459999084472656,18.940000534057617,17.704782485961914,144600,TCS,17.705482,17.6954345703125,0.0,-0.0006999969482421875
2015-03-31,19.030000686645508,19.56999969482422,18.739999771118164,19.049999237060547,17.807607650756836,163300,TCS,17.77052,17.50847816467285,0.0,0.03708839416503906
2015-04-14,22.229999542236328,23.5,21.940000534057617,22.889999389648438,21.397172927856445,282000,TCS,20.976736,21.013912200927738,0.0,0.4204368591308594
2015-04-22,22.459999084472656,22.5,21.579999923706055,22.049999237060547,20.611955642700195,133400,TCS,20.462446,20.33152198791504,0.0,0.14950942993164062
2015-04-23,22.5,22.5,21.389999389648438,21.75,20.33152198791504,265600,TCS,20.099436,20.069782257080078,0.0,0.232086181640625
2015-04-24,21.75,21.889999389648438,21.270000457763672,21.469999313354492,20.069782257080078,177800,TCS,19.925116,20.275436401367188,-0.1446666717529297,0.0
2015-05-22,17.700000762939453,18.110000610351562,17.450000762939453,17.770000457763672,16.611087799072266,243600,TCS,16.63768,16.629783630371094,0.026592254638671875,0.0
2015-05-28,17.969999313354492,18.469999313354492,17.90999984741211,18.459999084472656,17.256086349487305,153800,TCS,17.23297,17.162609100341797,0.0,0.0231170654296875
2015-05-29,18.40999984741211,18.8700008392334,18.06999969482422,18.360000610351562,17.162609100341797,202400,TCS,17.273197,16.713912963867188,0.0,-0.11058807373046875
2015-06-01,18.3799991607666,18.399999618530273,17.760000228881836,17.8799991607666,16.713912963867188,114400,TCS,16.939089,16.60173988342285,0.0,-0.2251758575439453
2015-06-04,17.559999465942383,17.690000534057617,17.15999984741211,17.200000762939453,16.078262329101562,101200,TCS,16.31182,15.582826614379883,0.0,-0.23355674743652344
2015-06-09,16.860000610351562,17.440000534057617,16.84000015258789,16.950000762939453,15.844566345214844,46900,TCS,16.020836,15.844566345214844,0.0,0.0
2015-06-11,17.049999237060547,17.170000076293945,16.700000762939453,17.020000457763672,15.910000801086426,66400,TCS,15.941555,15.844566345214844,0.0,-0.031554222106933594
2015-06-22,16.950000762939453,16.950000762939453,16.579999923706055,16.65999984741211,15.573478698730469,166600,TCS,15.750442,15.853912353515627,0.17696285247802734,0.0
2015-06-25,17.170000076293945,17.600000381469727,17.0,17.40999984741211,16.274564743041992,144500,TCS,16.388393,16.23717498779297,0.0,-0.11382865905761719
2015-07-09,17.940000534057617,18.25,17.3700008392334,17.889999389648438,16.7232608795166,644600,TCS,16.6945,17.200000762939453,-0.028760910034179688,0.0
2015-07-15,18.739999771118164,18.920000076293945,18.260000228881836,18.299999237060547,17.106521606445312,134400,TCS,17.227018,17.06913185119629,0.0,-0.12049674987792969
2015-07-22,18.1200008392334,18.450000762939453,18.0,18.1200008392334,16.938261032104492,146600,TCS,16.909224,16.8541316986084,0.0,0.0290374755859375
2015-07-27,18.299999237060547,18.3799991607666,17.84000015258789,17.940000534057617,16.770000457763672,132900,TCS,16.79937,16.826087951660156,0.029369354248046875,0.0
2015-07-28,18.149999618530273,18.149999618530273,17.670000076293945,18.0,16.826087951660156,133500,TCS,16.702408,17.17195701599121,-0.12368011474609375,0.0
2015-07-29,18.049999237060547,18.489999771118164,17.959999084472656,18.3700008392334,17.17195701599121,87100,TCS,16.964092,17.23739242553711,-0.20786476135253906,0.0
2015-07-30,18.299999237060547,18.649999618530273,18.110000610351562,18.440000534057617,17.23739242553711,233000,TCS,17.070004,16.994348526000977,0.0,0.167388916015625
2015-07-31,18.43000030517578,18.860000610351562,18.110000610351562,18.18000030517578,16.994348526000977,93500,TCS,17.007088,16.153043746948242,0.0,-0.012739181518554688
2015-08-03,18.270000457763672,18.270000457763672,17.139999389648438,17.280000686645508,16.153043746948242,199100,TCS,16.28852,16.181087493896484,0.13547706604003906,0.0
2015-08-11,16.93000030517578,17.079999923706055,16.75,16.81999969482422,15.723043441772461,122100,TCS,15.741833,15.582826614379883,0.0,-0.018789291381835938
2015-08-14,16.40999984741211,16.649999618530273,16.049999237060547,16.25,15.190217971801758,136900,TCS,15.19985,15.143479347229002,0.0,-0.009632110595703125
2015-08-17,16.139999389648438,16.290000915527344,15.869999885559082,16.200000762939453,15.143479347229004,194000,TCS,15.086751,14.919130325317383,0.0,0.056728363037109375
2015-08-26,15.979999542236328,15.979999542236328,15.270000457763672,15.880000114440918,14.844347953796387,146000,TCS,14.727572,15.106086730957031,-0.1167755126953125,0.0
2015-09-08,16.579999923706055,17.0,16.549999237060547,16.940000534057617,15.83521842956543,105200,TCS,15.799089,15.807173728942871,0.0,0.036128997802734375
2015-09-09,17.059999465942383,17.18000030517578,16.639999389648438,16.90999984741211,15.807173728942871,176800,TCS,15.82926,15.872608184814453,0.022086143493652344,0.0
2015-09-21,16.100000381469727,16.3799991607666,15.770000457763672,15.869999885559082,14.835000038146973,100600,TCS,14.900346,14.507826805114746,0.0,-0.06534576416015625
2015-09-29,15.109999656677246,15.149999618530273,13.960000038146973,14.220000267028809,13.292609214782715,390800,TCS,13.442654,13.161739349365234,0.0,-0.15004444122314453
2015-10-12,11.90999984741211,12.760000228881836,11.899999618530273,12.729999542236328,11.899782180786133,391200,TCS,11.777598,11.208043098449705,0.0,0.12218379974365234
2015-11-13,11.609999656677246,11.75,10.899999618530273,11.010000228881836,10.291956901550293,329800,TCS,10.514823,10.563043594360352,0.22286605834960938,0.0
2015-12-04,10.119999885559082,10.40999984741211,10.039999961853027,10.289999961853027,9.618912696838379,195200,TCS,9.76276,9.273043632507324,0.0,-0.14384746551513672
2015-12-08,9.789999961853027,10.09000015258789,9.699999809265137,10.010000228881836,9.357173919677734,181300,TCS,9.510375,9.245000839233398,0.0,-0.15320110321044922
2015-12-10,9.890000343322754,10.109999656677246,9.760000228881836,10.100000381469727,9.441305160522461,207700,TCS,9.534037,7.590435028076172,0.0,-0.09273147583007812
2015-12-11,9.399999618530273,9.470000267028809,7.940000057220459,8.119999885559082,7.590435028076172,1306500,TCS,8.098886,7.0202178955078125,0.0,-0.5084505081176758
2015-12-16,7.809999942779541,8.149999618530273,7.679999828338623,7.800000190734863,7.291304588317871,602900,TCS,7.289821,6.702391624450684,0.0,0.0014834403991699219
2015-12-23,8.010000228881836,8.300000190734863,8.010000228881836,8.020000457763672,7.496957302093506,199700,TCS,7.6276164,7.4689130783081055,0.0,-0.1306591033935547
2015-12-24,8.0,8.0600004196167,7.829999923706055,7.989999771118164,7.4689130783081055,73700,TCS,7.5598483,7.338043689727781,0.0,-0.09093523025512695
2016-01-05,8.199999809265137,8.25,7.610000133514404,7.760000228881836,7.253913402557373,372300,TCS,7.356598,7.0763044357299805,0.0,-0.10268449783325195
2016-01-12,4.599999904632568,5.03000020980835,4.599999904632568,4.929999828338623,4.60847806930542,1748200,TCS,4.5431633,4.477608680725098,0.0,0.06531476974487305
2016-01-15,4.650000095367432,4.679999828338623,4.369999885559082,4.619999885559082,4.318695545196533,800500,TCS,4.5062947,4.113043785095215,0.0,-0.18759918212890625
2016-01-19,4.630000114440918,4.679999828338623,4.28000020980835,4.400000095367432,4.113043785095215,641900,TCS,4.3752723,4.243913173675537,0.26222848892211914,0.0
2016-01-22,4.920000076293945,5.03000020980835,4.579999923706055,4.590000152587891,4.290652275085449,423800,TCS,4.670822,3.888695478439331,0.0,-0.3801698684692383
2016-01-25,4.519999980926514,4.559999942779541,4.139999866485596,4.159999847412109,3.888695478439331,449200,TCS,4.29123,4.122391223907471,0.40253472328186035,0.0
2016-01-27,4.449999809265137,4.559999942779541,4.340000152587891,4.349999904632568,4.0663042068481445,325300,TCS,4.2612596,3.888695478439331,0.0,-0.19495534896850586
2016-02-01,4.309999942779541,4.380000114440918,4.170000076293945,4.329999923706055,4.047608852386475,321700,TCS,4.1389184,3.851304292678833,0.0,-0.0913095474243164
2016-02-18,5.070000171661377,5.28000020980835,4.909999847412109,5.21999979019165,4.879565238952637,452500,TCS,5.0134435,4.870217323303223,0.0,-0.13387823104858398
2016-02-23,5.349999904632568,5.349999904632568,5.190000057220459,5.260000228881836,4.916956901550293,380100,TCS,5.0767307,4.7860870361328125,0.0,-0.1597738265991211
2016-02-24,5.25,5.25,5.050000190734863,5.119999885559082,4.7860870361328125,394500,TCS,4.951816,4.776739120483398,0.0,-0.16572904586791992
2016-02-29,5.28000020980835,5.699999809265137,5.269999980926514,5.409999847412109,5.057173728942871,446000,TCS,5.1045375,5.057173728942871,0.0,0.0
2016-03-01,5.409999847412109,5.579999923706055,5.320000171661377,5.409999847412109,5.057173728942871,487500,TCS,5.1382217,5.094564914703369,0.08104801177978516,0.0
2016-03-11,5.78000020980835,6.139999866485596,5.75,6.070000171661377,5.674130916595459,187900,TCS,5.880494,5.618043899536133,0.0,-0.20636320114135742
2016-03-16,5.599999904632568,5.739999771118164,5.519999980926514,5.590000152587891,5.22543478012085,183300,TCS,5.609308,5.5900001525878915,0.38387298583984375,0.0
2016-03-21,6.269999980926514,6.429999828338623,6.03000020980835,6.309999942779541,5.8984785079956055,297300,TCS,6.4370947,5.636739253997803,0.0,-0.5386161804199219
2016-03-22,6.269999980926514,6.340000152587891,6.0,6.03000020980835,5.636739253997803,169800,TCS,5.9179177,5.365652084350586,0.0,-0.28117847442626953
2016-04-04,6.239999771118164,6.389999866485596,6.139999866485596,6.199999809265137,5.795651912689209,249400,TCS,5.787964,5.468478202819824,0.0,0.007688045501708984
2016-04-11,5.650000095367432,5.909999847412109,5.650000095367432,5.699999809265137,5.328260898590088,141600,TCS,5.2877893,5.52456521987915,-0.040471553802490234,0.0
2016-05-05,6.489999771118164,6.610000133514404,6.320000171661377,6.389999866485596,5.973260879516602,205100,TCS,6.008968,6.019999980926514,0.03570699691772461,0.0
2016-05-10,6.489999771118164,6.53000020980835,6.349999904632568,6.389999866485596,5.973260879516602,207400,TCS,6.0107465,5.5713043212890625,0.0,-0.037485599517822266
2016-05-16,5.510000228881836,5.699999809265137,5.449999809265137,5.460000038146973,5.103913307189941,197800,TCS,5.061382,5.169348239898682,-0.042531490325927734,0.0
2016-05-19,5.300000190734863,5.46999979019165,5.099999904632568,5.110000133514404,4.776739120483398,312400,TCS,4.770677,4.991739273071289,-0.006062030792236328,0.0
2016-06-08,5.539999961853027,5.579999923706055,5.420000076293945,5.550000190734863,5.188043594360352,163100,TCS,5.134996,4.945000171661377,0.0,0.05304765701293945
2016-06-17,4.599999904632568,4.909999847412109,4.599999904632568,4.889999866485596,4.571086883544922,820000,TCS,4.4444833,4.730000019073486,-0.1266036033630371,0.0
2016-07-07,5.340000152587891,5.519999980926514,5.289999961853027,5.340000152587891,4.991739273071289,125100,TCS,5.070023,5.131956577301025,0.07828378677368164,0.0
2016-07-13,5.889999866485596,5.960000038146973,5.559999942779541,5.650000095367432,5.281521797180176,255300,TCS,5.326949,5.384347915649414,0.04542732238769531,0.0
